"Feature","Med_Core","Med_Div","p_val","p_adj","Fold_Change"
"SA_Dietary_fiber_binding_FBA",0,0,0.252673210294887,0.54176237433443,NA
"NADPHdemand_L1w",0.0061872905,0.005832478,0.255073167510296,0.54176237433443,0.94265462402323
"SA_Butanoate_metabolism_L1w",0,0,0.255589507246485,0.54176237433443,NA
"SA_Pyrimidine_synthesis_pFBA",3.23895,2.881962287,0.272678972621523,0.57085671463058,0.889782888590438
"SA_Transport__lysosomal_FBA",0,0,0.274478759539286,0.57085671463058,NA
"TCA_completeness_FBA",0.647058824,0.666666667,0.276918845357834,0.57085671463058,1.03030303006887
"SA_Transport__endoplasmic_reticular_FBA",1481.382037,1665.704412,0.278522832541533,0.57085671463058,1.12442595522036
"SA_Leukotriene_metabolism_FBA",0,0,0.294374651410921,0.597936194420733,NA
"SA_Heme_degradation_L1w",1.0840730625,0.845169002,0.298290187958788,0.597936194420733,0.779623653825454
"SA_Transport__endoplasmic_reticular_L1w",4.466600939,4.264558807,0.298968097210367,0.597936194420733,0.954766021240923
"SA_Phenylalanine_metabolism_L1w",0.0962905315,0.011648763,0.304105925047026,0.601797689526577,0.120975165663095
"Oncomet_AlphaKG_FBA",4584.201099,5321.552636,0.30575205193689,0.601797689526577,1.16084624585096
"Oncomet_AlphaKG_pFBA",0,0,0.314502295451137,0.614146214739228,NA
"SA_Eicosanoid_metabolism_L1w",2.195121918,1.904919448,0.32204797423304,0.61459619721786,0.867796650554878
"SA_Cholesterol_metabolism_FBA",478.8466086,355.9709623,0.322118679275679,0.61459619721786,0.74339246829115
"SA_Fatty_acid_oxidation_L1w",0.196195772,0.188294335,0.322167361444846,0.61459619721786,0.959726772297621
"SA_Tyrosine_metabolism_L1w",1.1207894845,0.843461849,0.327799600440607,0.620567182513515,0.752560459091281
"SA_Glyoxylate_and_dicarboxylate_metabolism_pFBA",0,0,0.344074357994853,0.642867226644252,NA
"SA_Fructose_and_mannose_metabolism_L1w",0.6240908,0.458270634,0.344763472353571,0.642867226644252,0.734301217066491
"SA_Alanine_and_aspartate_metabolism_L1w",1.7616966115,1.640314089,0.35171843240925,0.650941576399208,0.931099077044458
"Oncomet_Lactate_FBA",4186.872382,3118.571801,0.363910468691292,0.66851700915141,0.744845201016208
"SA_Cholesterol_metabolism_L1w",0.4168469835,0.35756387,0.374283035875267,0.676778036776975,0.857782073886592
"WarburgIndex_L1w",0.7391015615,-0.001286207,0.376516773745774,0.676778036776975,-0.00174023039186882
"SA_Tryptophan_metabolism_L1w",1.064775448,0.924583246,0.376594230142026,0.676778036776975,0.868336368702596
"SA_Glutathione_metabolism_pFBA",0,0,0.38628008902262,0.68848300940261,NA
"SA_NAD_metabolism_pFBA",0,0,0.388659763372441,0.68848300940261,NA
"SA_NAD_metabolism_FBA",0,0,0.403914294844751,0.70026735042724,NA
"SA_Pentose_phosphate_pathway_L1w",1.3779483685,1.323601277,0.405730210893223,0.70026735042724,0.960559413732489
"SA_Cholesterol_metabolism_pFBA",0,0,0.407571552947701,0.70026735042724,NA
"SA_Triacylglycerol_synthesis_L1w",4.325e-12,5.31e-12,0.408488745072693,0.70026735042724,1.22774566473988
"SA_NAD_metabolism_L1w",0.3635005425,0.001479564,0.409430507306249,0.70026735042724,0.00407032129807619
"SA_Folate_metabolism_FBA",4145.985495,4212.782886,0.415921774636156,0.706497261025799,1.01611134218404
"SA_Inositol_phosphate_metabolism_FBA",0,0,0.42807088229698,0.716689347781494,NA
"CU_FBA",487792.56695,483508.1163,0.43295999029076,0.716689347781494,0.9912166544956
"SA_Pyruvate_metabolism_pFBA",7.565e-05,5.22e-05,0.436084173047385,0.716689347781494,0.690019828155982
"SA_Alanine_and_aspartate_metabolism_pFBA",0,0,0.440214470903887,0.716689347781494,NA
"ATPConsumption_FBA",47033.148155,46304.29101,0.442821099258926,0.716689347781494,0.984503330659517
"ATPProduction_FBA",47033.148155,46304.29101,0.442821099258926,0.716689347781494,0.984503330659517
"SA_Propanoate_metabolism_L1w",2.77e-11,7.7e-12,0.443563144237333,0.716689347781494,0.27797833935018
"SA_CoA_catabolism_L1w",0,0,0.445040965961089,0.716689347781494,NA
"SA_C5_branched_dibasic_acid_metabolism_FBA",0,0,0.456594319348438,0.725028720375851,NA
"SA_Fructose_and_mannose_metabolism_FBA",0,0,0.45882248163776,0.725028720375851,NA
"SA_Nucleotide_interconversion_FBA",4129.128828,4066.817447,0.462553858207159,0.725028720375851,0.984909315355466
"LipidSat_FBA",0,0,0.462810270793832,0.725028720375851,NA
"SA_Sphingolipid_metabolism_pFBA",1.74735,1.74735,0.46730751563668,0.725028720375851,1
"SA_ROS_detoxification_pFBA",1.06e-05,1.07e-05,0.467760464758613,0.725028720375851,1.00943396226415
"RedoxIndex_pFBA",0,0,0.470901709598932,0.725364124102702,NA
"SA_Citric_acid_cycle_pFBA",0.0003149415,0.000324622,0.482373725530552,0.731826231831456,1.03073745441614
"SA_Aminosugar_metabolism_L1w",8.04e-12,7.26e-12,0.484066980295105,0.731826231831456,0.902985074626866
"SA_Heme_degradation_FBA",0,0,0.485575247074086,0.731826231831456,NA
"SA_Nucleotide_salvage_pathway_FBA",0,0,0.486900517145928,0.731826231831456,NA
"SA_Eicosanoid_metabolism_FBA",2857.872529,3333.333333,0.50242351776583,0.750608628951361,1.16636879328077
"SA_Fatty_acid_synthesis_FBA",0,0,0.530148144787632,0.765101590261905,NA
"SA_Glyoxylate_and_dicarboxylate_metabolism_L1w",1.4009946445,1.43147155,0.53015548632223,0.765101590261905,1.02175376302804
"SA_Miscellaneous_FBA",3822.8744385,3886.825289,0.533608762847026,0.765101590261905,1.01672847265292
"MFI_FBA",2,2,0.535081382089222,0.765101590261905,1
"LipidPL_L1w",6.9894,6.9894,0.535440995416049,0.765101590261905,1
"SA_Beta_Alanine_metabolism_L1w",0,0,0.535741308320266,0.765101590261905,NA
"SA_Peptide_metabolism_pFBA",0.2214716585,0.241446441,0.536058805370234,0.765101590261905,1.09019114515729
"Oncomet_Succinate_FBA",10000,9999.99,0.536805148006337,0.765101590261905,0.999999
"SA_Fatty_acid_oxidation_FBA",749.43341825,690.0254023,0.544683118734265,0.771893791120558,0.920729427720579
"NADPHdemand_pFBA",4.095e-07,4.14e-07,0.548428829754929,0.772443842767522,1.01098901098901
"SA_Nucleotide_salvage_pathway_L1w",2.5328823735,2.546390627,0.551300645846175,0.772443842767522,1.00533315468627
"SA_Tyrosine_metabolism_pFBA",0,0,0.555833789841386,0.773896541004247,NA
"SA_Transport__golgi_apparatus_L1w",1.255e-05,1.92e-05,0.558796395977573,0.773896541004247,1.52988047808765
"SA_Limonene_and_pinene_degradation_L1w",0,0,0.561699102341792,0.773896541004247,NA
"SA_Methionine_and_cysteine_metabolism_FBA",1806.328778,1666.666667,0.566883919653632,0.776724928586192,0.922681788220948
"SA_Glyoxylate_and_dicarboxylate_metabolism_FBA",0,0,0.573077077183455,0.780896237041191,NA
"SA_Glycerophospholipid_metabolism_FBA",1332.711333,1500.642542,0.592402609625708,0.802818837088392,1.12600718913523
"SA_Pyrimidine_catabolism_FBA",2728.775,2821.403052,0.600088341451613,0.808814721086956,1.03394492107264
"SA_Transport__mitochondrial_FBA",3987.674841,3935.778635,0.617672924308255,0.821652911620878,0.98698584812723
"SA_Galactose_metabolism_L1w",8.31e-05,4.41e-05,0.618440803492105,0.821652911620878,0.530685920577617
"SA_Pyrimidine_synthesis_FBA",1638.078668,1386.272348,0.619552800294775,0.821652911620878,0.846279470626743
"SA_CoA_synthesis_L1w",0,0,0.624499338946373,0.823807638610109,NA
"SA_Arachidonic_acid_metabolism_FBA",0,0,0.647726764353134,0.849927182854905,NA
"AnabolismScore_pFBA",0,0,0.681736162765147,0.887954190499742,NA
"SA_CoA_synthesis_FBA",0,0,0.684357745396781,0.887954190499742,NA
"SA_Methionine_and_cysteine_metabolism_pFBA",0,0,0.687448405548187,0.887954190499742,NA
"SA_Histidine_metabolism_L1w",0.6179095415,0.000506887,0.697761481818683,0.896605427414681,0.000820325575114946
"SA_Exchange_demand_reaction_FBA",0,0,0.707160890627951,0.901219904165442,NA
"Oncomet_Lactate_L1w",0,0,0.709411048080797,0.901219904165442,NA
"SA_Tryptophan_metabolism_FBA",327.15904865,299.0569906,0.712254440388817,0.901219904165442,0.91410276388209
"SA_Triacylglycerol_synthesis_FBA",0,0,0.717489459650712,0.903235461895313,NA
"SA_Steroid_metabolism_L1w",0.000526816,0.000654458,0.722709306987218,0.903261777712589,1.24228952803256
"SA_Transport__endoplasmic_reticular_pFBA",0,0,0.724794732922602,0.903261777712589,NA
"SA_Sphingolipid_metabolism_FBA",65.55132921,159.0678799,0.734950332303079,0.909411139409677,2.42661562804334
"SA_Tetrahydrobiopterin_metabolism_L1w",4.095e-12,5.63e-12,0.73706306056994,0.909411139409677,1.37484737484737
"SA_Vitamin_C_metabolism_FBA",0,0,0.743541500821439,0.910809228020603,NA
"SA_Histidine_metabolism_FBA",0,19.7,0.745541424549123,0.910809228020603,NA
"SA_N_glycan_synthesis_L1w",0,0,0.750166497128455,0.911967114156161,NA
"SA_Glutathione_metabolism_L1w",0.0002821415,0.000224197,0.755697841617111,0.912880096982885,0.794626100733143
"SA_Cytochrome_metabolism_L1w",0,0,0.760807955941418,0.912880096982885,NA
"SA_Tyrosine_metabolism_FBA",1666.666667,1550.551333,0.76196040353007,0.912880096982885,0.930330799613934
"SA_Urea_cycle_FBA",1100.6144665,986.4653889,0.767881469132971,0.913200169613067,0.896286046500007
"SA_Citric_acid_cycle_FBA",4453.5977745,4432.21631,0.769592078423916,0.913200169613067,0.995199058023959
"SA_Fatty_acid_oxidation_pFBA",7.9e-06,7.86e-06,0.774531593349761,0.914684929289241,0.994936708860759
"SA_Nucleotide_salvage_pathway_pFBA",0,0,0.781456012055924,0.91636187900847,NA
"SA_Sphingolipid_metabolism_L1w",1.9969881045,2.006903721,0.78431692894405,0.91636187900847,1.00496528571084
"SA_Glutathione_metabolism_FBA",1233.362891,815.5528049,0.790012463851339,0.91636187900847,0.661243183860313
"RedoxIndex_L1w",-2.723741338,-3.266488739,0.79073162140247,0.91636187900847,1.19926539771891
"EA_FBA",-47021.385845,-58624.25833,0.810513845444404,0.934918296140522,1.24675734831056
"SA_Urea_cycle_pFBA",0,0,0.8190902199456,0.9404369191968,NA
"SA_Biotin_metabolism_L1w",0,0,0.82404179472395,0.941762051113086,NA
"WarburgIndex_pFBA",-0.0012345995,-0.001176471,0.834726196031535,0.94683045756485,0.952917120086311
"SA_Squalene_and_cholesterol_synthesis_L1w",0,0,0.838255068698609,0.94683045756485,NA
"SA_Androgen_and_estrogen_synthesis_and_metabolism_FBA",0,0,0.840835540759087,0.94683045756485,NA
"SA_Exchange_demand_reaction_L1w",0,0,0.844824882920345,0.94683045756485,NA
