Model,CU_FBA,CU_pFBA,CU_L1w,EA_FBA,EA_pFBA,EA_L1w,WarburgIndex_FBA,WarburgIndex_pFBA,WarburgIndex_L1w,ATPConsumption_FBA,ATPConsumption_pFBA,ATPConsumption_L1w,ATPProduction_FBA,ATPProduction_pFBA,ATPProduction_L1w,SA_Fatty_acid_synthesis_L1w,SA_Glutamate_metabolism_FBA,SA_Glutamate_metabolism_pFBA,SA_Glutamate_metabolism_L1w,SA_Oxidative_phosphorylation_FBA,SA_Oxidative_phosphorylation_pFBA,SA_Oxidative_phosphorylation_L1w,RedoxIndex_FBA,RedoxIndex_pFBA,RedoxIndex_L1w,MFI_FBA,MFI_pFBA,MFI_L1w,AnabolismScore_FBA,AnabolismScore_L1w,NADPHdemand_FBA,NADPHdemand_pFBA,NADPHdemand_L1w,TCA_completeness_FBA,TCA_completeness_pFBA,TCA_completeness_L1w,LipidSat_pFBA,LipidSat_L1w,LipidUnsat_pFBA,LipidPL_FBA,LipidPL_pFBA,LipidPL_L1w,GlnDependence_FBA,GlnDependence_pFBA,GlnDependence_L1w,Oncomet_Lactate_FBA,Oncomet_Succinate_FBA,Oncomet_Succinate_L1w
TCGA-3C-AAAU-01A,483207.45,10208.0000443864,9804.57708117888,170479.605442939,-30192.4735335742,-23582.8777963358,17542.4775793651,-0.0016710182767624,-11.2037860507454,51000.0,57.2022000000004,64.0324370801617,51000.0,57.2021999999989,64.0324370808169,7.984077734374939e-12,4709.03051587302,0.0002785030458956,2.39553250266344,0.59962962962963,0.59302666086452,5.2946704380339,3491.64380952381,-0.0004177545691906,-6.42860154491475,2.0,1.0,3.0,2.00130866666667,0.301072152393312,20.00001,4.177545691906e-07,0.01510503509571,0.8125,0.4375,0.9375,0.0003133159265354,9.87608775091565e-13,0.0001566579630889,7.05999999999949,6.98940000000039,6.98940000001279,1.0,1.0,0.999846927449047,10000.0,10000.0,15.2017658230343
