"Feature","Med_Core","Med_Div","p_val","p_adj","Fold_Change"
"ATPConsumption_FBA",46850.73514,48357.99833,0.263562143005387,0.968851517783513,1.0321716016941
"ATPProduction_FBA",46850.73514,48357.99833,0.263562143005387,0.968851517783513,1.0321716016941
"SA_Pyrimidine_catabolism_pFBA",0.197008795,0.613038462,0.266326254169517,0.968851517783513,3.11173144325866
"SA_Glutamate_metabolism_L1w",1.840096294,1.946242621,0.267406646939967,0.968851517783513,1.05768520231583
"SA_Bile_acid_synthesis_pFBA",0,0,0.26750609141692,0.968851517783513,NA
"SA_Glyoxylate_and_dicarboxylate_metabolism_FBA",0,0,0.274922742060051,0.968851517783513,NA
"SA_Alanine_and_aspartate_metabolism_L1w",1.7415928795,2.019158294,0.277326026115665,0.968851517783513,1.15937445413746
"SA_Propanoate_metabolism_FBA",0,0,0.279644152947613,0.968851517783513,NA
"SA_Propanoate_metabolism_L1w",2.575e-11,1.79e-05,0.281752308440268,0.968851517783513,695145.631067961
"SA_Cholesterol_metabolism_pFBA",0,0,0.28353862155455,0.968851517783513,NA
"SA_Pyrimidine_catabolism_FBA",2727.272727,3001.343,0.290975762709337,0.968851517783513,1.10049243344338
"NADPHdemand_pFBA",4.01e-07,4.4e-07,0.291160010028734,0.968851517783513,1.09725685785536
"SA_Fatty_acid_oxidation_L1w",0.1928249675,0.197115933,0.297611988949841,0.968851517783513,1.02225316335137
"ATPConsumption_pFBA",73.54481525,73.56925102,0.298274974943795,0.968851517783513,1.00033225686837
"ATPProduction_pFBA",73.54481525,73.56925102,0.298274974943795,0.968851517783513,1.00033225686837
"GlnDependence_L1w",0.999996063,0.999938044,0.302141085853479,0.968851517783513,0.999941980771578
"RedoxIndex_FBA",4223.0572725,2639.449426,0.304111899144836,0.968851517783513,0.625009147564195
"SA_Glutathione_metabolism_pFBA",0,0,0.307937595726059,0.968851517783513,NA
"SA_Valine__leucine__and_isoleucine_metabolism_L1w",0.7440252105,0.621242332,0.307959296923121,0.968851517783513,0.834974841218771
"SA_Peptide_metabolism_FBA",7894.2609215,7792.170702,0.307966316641565,0.968851517783513,0.98706779260083
"LipidPL_FBA",7.06,7.06,0.308611381573939,0.968851517783513,1
"SA_Heme_degradation_pFBA",0,0,0.313442916149606,0.968851517783513,NA
"SA_Eicosanoid_metabolism_FBA",3011.3027755,2857.142857,0.314130510577735,0.968851517783513,0.948806237700756
"SA_ROS_detoxification_pFBA",1.01e-05,1.17e-05,0.317248986573924,0.968851517783513,1.15841584158416
"SA_Pyruvate_metabolism_FBA",714.283927,604.9152487,0.320275664793066,0.968851517783513,0.846883467251812
"SA_Drug_metabolism_FBA",3096.6698345,2857.142857,0.33005207311571,0.968851517783513,0.922650140214682
"SA_Linoleate_metabolism_L1w",0,0,0.332724861046462,0.968851517783513,NA
"SA_Miscellaneous_pFBA",6.31e-05,7.93e-05,0.336144851996777,0.968851517783513,1.256735340729
"SA_Miscellaneous_L1w",1.264980847,1.149429286,0.34630691213044,0.968851517783513,0.908653509439262
"SA_Leukotriene_metabolism_FBA",0,0,0.346632330264078,0.968851517783513,NA
"SA_Glutamate_metabolism_FBA",3747.343323,3679.590212,0.350829123557222,0.968851517783513,0.981919694791733
"SA_Tyrosine_metabolism_pFBA",0,0,0.351838230787178,0.968851517783513,NA
"SA_Transport__mitochondrial_pFBA",0.0004257655,0.000433996,0.353395286854572,0.968851517783513,1.01933106369586
"TCA_completeness_L1w",0.866666667,0.857142857,0.361022006450138,0.968851517783513,0.989010988465765
"SA_Fatty_acid_synthesis_L1w",2.52e-11,8e-12,0.361206674940956,0.968851517783513,0.317460317460317
"Oncomet_Succinate_FBA",10000,9969.6018315,0.37186682965521,0.968851517783513,0.99696018315
"SA_Nucleotide_salvage_pathway_L1w",2.5271241065,2.374406132,0.3886125797655,0.968851517783513,0.939568470694733
"SA_Steroid_metabolism_L1w",0.0007519985,1.29e-06,0.389439473630283,0.968851517783513,0.00171542895364818
"SA_Pentose_phosphate_pathway_FBA",1793.637954,2047.557605,0.389708654467584,0.968851517783513,1.14156683651443
"SA_Transport__golgi_apparatus_FBA",0,0,0.390554044210366,0.968851517783513,NA
"SA_ROS_detoxification_L1w",5.6691003725,4.690347708,0.390727998857815,0.968851517783513,0.827353089522318
"SA_Glycine__serine__alanine__and_threonine_metabolism_pFBA",0.0001707905,0.000503145,0.406763447987111,0.968851517783513,2.94597767440226
"SA_Glutamate_metabolism_pFBA",0,0,0.423326490910031,0.968851517783513,NA
"SA_Drug_metabolism_pFBA",0,0,0.42610900989112,0.968851517783513,NA
"SA_Purine_catabolism_FBA",2657.083847,2435.399616,0.42653529638618,0.968851517783513,0.916568597844478
"SA_Pyruvate_metabolism_L1w",1.983828636,1.814344474,0.428494447732491,0.968851517783513,0.914567136029586
