Modelo,NumReacciones,SimilaridadPromedio
TCGA-AC-A3QQ-01B_Xomics_specificModel,936,0.441985359712482
TCGA-AC-A3TM-01A_Xomics_specificModel,726,0.445782006443476
TCGA-AC-A3TN-01A_Xomics_specificModel,781,0.437888369705155
TCGA-AC-A3W5-01A_Xomics_specificModel,1370,0.462328240476847
TCGA-AC-A3W6-01A_Xomics_specificModel,1212,0.464143523227687
TCGA-AC-A3W7-01A_Xomics_specificModel,658,0.402518668938087
TCGA-AC-A3YI-01A_Xomics_specificModel,919,0.450116504262685
TCGA-AC-A3YJ-01A_Xomics_specificModel,1237,0.461333028293324
TCGA-AC-A4ZE-01A_Xomics_specificModel,1130,0.440463360250324
TCGA-AC-A5EH-01A_Xomics_specificModel,776,0.42602997768538
TCGA-AC-A5XS-01A_Xomics_specificModel,1549,0.463767068003234
TCGA-AC-A5XU-01A_Xomics_specificModel,1172,0.450813659614106
TCGA-AC-A62V-01A_Xomics_specificModel,1265,0.452279517135315
TCGA-AC-A62X-01A_Xomics_specificModel,693,0.421028065122976
TCGA-AC-A62Y-01A_Xomics_specificModel,1212,0.458192384677341
TCGA-AC-A6IV-01A_Xomics_specificModel,780,0.422472254914136
TCGA-AC-A6IW-01A_Xomics_specificModel,1077,0.456805934657881
TCGA-AC-A6IX-01A_Xomics_specificModel,951,0.439631351714052
TCGA-AC-A6IX-06A_Xomics_specificModel,1153,0.45894362964702
TCGA-AC-A6NO-01A_Xomics_specificModel,1133,0.462883486630497
TCGA-AC-A7VB-01A_Xomics_specificModel,1115,0.459335371783528
TCGA-AC-A7VC-01A_Xomics_specificModel,1404,0.461156294416851
TCGA-AC-A8OP-01A_Xomics_specificModel,1109,0.466310380421792
TCGA-AC-A8OQ-01A_Xomics_specificModel,1213,0.427301257861085
TCGA-AC-A8OR-01A_Xomics_specificModel,921,0.451186987002748
TCGA-AC-A8OS-01A_Xomics_specificModel,1262,0.424392754512422
TCGA-AN-A03X-01A_Xomics_specificModel,1237,0.47048313674916
TCGA-AN-A03Y-01A_Xomics_specificModel,1210,0.448987339803125
TCGA-AN-A041-01A_Xomics_specificModel,1025,0.448195206770294
TCGA-AN-A046-01A_Xomics_specificModel,1148,0.453101330003773
TCGA-AN-A049-01A_Xomics_specificModel,1241,0.461022780458357
TCGA-AN-A04A-01A_Xomics_specificModel,1072,0.454824671509533
TCGA-AN-A04C-01A_Xomics_specificModel,1174,0.447919357148872
TCGA-AN-A04D-01A_Xomics_specificModel,1132,0.464792200717647
TCGA-AN-A0AJ-01A_Xomics_specificModel,952,0.427268834619937
TCGA-AN-A0AK-01A_Xomics_specificModel,890,0.427449713988478
TCGA-AN-A0AL-01A_Xomics_specificModel,1138,0.454868647928144
TCGA-AN-A0AM-01A_Xomics_specificModel,852,0.431053037147423
TCGA-AN-A0AR-01A_Xomics_specificModel,840,0.423454851860036
TCGA-AN-A0AS-01A_Xomics_specificModel,1059,0.434112417834376
TCGA-AN-A0AT-01A_Xomics_specificModel,1041,0.461279984700586
TCGA-AN-A0FD-01A_Xomics_specificModel,1018,0.450343911043832
TCGA-AN-A0FF-01A_Xomics_specificModel,1278,0.440407661656157
TCGA-AN-A0FJ-01A_Xomics_specificModel,1194,0.449375850808883
TCGA-AN-A0FK-01A_Xomics_specificModel,926,0.438959321083951
TCGA-AN-A0FL-01A_Xomics_specificModel,710,0.412684995080958
TCGA-AN-A0FN-01A_Xomics_specificModel,725,0.425397042979468
TCGA-AN-A0FS-01A_Xomics_specificModel,1238,0.460549376905316
TCGA-AN-A0FT-01A_Xomics_specificModel,771,0.406911977327713
TCGA-AN-A0FV-01A_Xomics_specificModel,1041,0.450391196128504
TCGA-AN-A0FW-01A_Xomics_specificModel,1306,0.45607142444132
TCGA-AN-A0FX-01A_Xomics_specificModel,1011,0.424085315355416
TCGA-AN-A0FY-01A_Xomics_specificModel,780,0.436002752901467
TCGA-AN-A0FZ-01A_Xomics_specificModel,1157,0.459778003503945
TCGA-AN-A0G0-01A_Xomics_specificModel,1117,0.461295380521545
TCGA-AN-A0XL-01A_Xomics_specificModel,1065,0.452775864880283
TCGA-AN-A0XN-01A_Xomics_specificModel,1488,0.477624582121844
TCGA-AN-A0XO-01A_Xomics_specificModel,1175,0.459292976875781
TCGA-AN-A0XP-01A_Xomics_specificModel,1076,0.462930181008062
TCGA-AN-A0XR-01A_Xomics_specificModel,1010,0.44665788821302
TCGA-AN-A0XS-01A_Xomics_specificModel,913,0.460864372283355
TCGA-AN-A0XT-01A_Xomics_specificModel,1052,0.450245506353614
TCGA-AN-A0XU-01A_Xomics_specificModel,930,0.44266993957854
TCGA-AN-A0XV-01A_Xomics_specificModel,1071,0.468052752470221
TCGA-AN-A0XW-01A_Xomics_specificModel,721,0.405975176343589
TCGA-AO-A03L-01A_Xomics_specificModel,1383,0.44584502621554
TCGA-AO-A03M-01B_Xomics_specificModel,912,0.454032121815142
TCGA-AO-A03N-01B_Xomics_specificModel,1002,0.452761347746732
TCGA-AO-A03O-01A_Xomics_specificModel,1071,0.447712768286553
TCGA-AO-A03P-01A_Xomics_specificModel,921,0.452536954971154
TCGA-AO-A03R-01A_Xomics_specificModel,746,0.430596073688117
TCGA-AO-A03T-01A_Xomics_specificModel,1114,0.460514405017902
TCGA-AO-A03U-01B_Xomics_specificModel,900,0.456067125281271
TCGA-AO-A03V-01A_Xomics_specificModel,682,0.408783580585914
TCGA-AO-A0J2-01A_Xomics_specificModel,1141,0.439480564392483
TCGA-AO-A0J3-01A_Xomics_specificModel,754,0.437680095908007
TCGA-AO-A0J4-01A_Xomics_specificModel,1350,0.464298670621638
TCGA-AO-A0J5-01A_Xomics_specificModel,1134,0.459400769229894
TCGA-AO-A0J6-01A_Xomics_specificModel,1056,0.460414212037096
TCGA-AO-A0J7-01A_Xomics_specificModel,928,0.440606855867735
TCGA-AO-A0J8-01A_Xomics_specificModel,1092,0.448145741638889
TCGA-AO-A0J9-01A_Xomics_specificModel,987,0.447690411815498
TCGA-AO-A0JA-01A_Xomics_specificModel,868,0.433014284356299
TCGA-AO-A0JB-01A_Xomics_specificModel,1220,0.464126395435929
TCGA-AO-A0JC-01A_Xomics_specificModel,627,0.397074092397297
TCGA-AO-A0JD-01A_Xomics_specificModel,1149,0.449226763846753
TCGA-AO-A0JE-01A_Xomics_specificModel,1321,0.462877661550771
